SerialNumber, acc: x_acc, y_acc, z_acc, gyro: x_value, y_value, z_value
721, 16330, 0.10, 0.02, 1.03
722, 16353, 0.13, -0.11, 1.14
723, 16376, 0.11, -0.07, 1.25
724, 16401, 0.06, 0.07, 1.20
725, 16425, 0.15, 0.03, 1.13
726, 16448, 0.25, 0.12, 1.02
727, 16471, 0.26, 0.22, 0.86
728, 16494, 0.04, 0.40, 0.79
729, 16518, -0.40, 0.82, 0.78
730, 16541, -0.01, 0.92, 1.25
731, 16564, 0.13, 0.73, 1.27
732, 16587, -0.24, 0.12, 0.92
733, 16611, -0.43, -0.11, 0.22
734, 16634, -0.82, -0.54, -0.18
735, 16657, -1.19, -0.74, 0.00
736, 16681, -1.14, -0.58, 0.29
737, 16704, -0.71, -0.72, 0.26
738, 16727, -0.30, -0.95, 0.39
739, 16750, -0.01, -1.00, 0.61
740, 16781, 0.30, -0.84, 0.65
741, 16805, 0.17, -0.41, 0.19
742, 16828, -0.58, -0.09, 0.24
743, 16851, -1.09, 0.17, 0.44
744, 16874, -0.43, -0.11, 0.77
745, 16898, 0.26, 0.09, 0.97
746, 16921, 0.54, 0.06, 0.82
747, 16944, 0.08, -0.16, 0.52
748, 16967, -0.23, -0.15, 0.63
749, 16991, -0.81, -0.22, 0.41
750, 17014, -0.74, -0.11, 0.43
751, 17037, 0.00, 0.95, 1.63
752, 17061, 0.90, 0.63, 0.65
753, 17084, -0.09, -0.38, 0.86
754, 17107, -0.63, -0.26, 0.88
755, 17130, -0.55, 0.07, 1.14
756, 17156, -0.22, 0.17, 1.19
757, 17179, -0.01, 0.02, 1.25
758, 17202, -0.16, -0.05, 1.02
759, 17225, -0.27, -0.03, 1.06
760, 17249, -0.28, -0.05, 1.16
761, 17272, -0.20, -0.03, 1.20
762, 17295, -0.07, -0.05, 1.17
763, 17319, -0.05, -0.09, 1.15
764, 17342, -0.02, -0.00, 1.11
765, 17365, 0.03, 0.01, 1.11
766, 17389, -0.02, 0.05, 1.16
767, 17412, -0.08, -0.00, 1.22
768, 17435, -0.09, -0.11, 1.18
769, 17459, -0.00, -0.02, 1.07
770, 17482, 0.14, 0.06, 0.98
771, 17505, 0.04, 0.04, 0.99
772, 17528, -0.04, -0.03, 0.97
773, 17553, -0.05, -0.00, 0.92
774, 17577, 0.06, 0.04, 0.88
775, 17600, 0.22, 0.04, 0.97
776, 17623, -0.06, 0.02, 0.94
777, 17646, -0.19, 0.09, 0.73
778, 17669, 0.12, 0.09, 0.90
779, 17693, 0.09, 0.12, 0.75
780, 17716, -0.32, 0.21, 0.78
781, 17739, -0.38, 0.22, 1.03
782, 17762, -0.10, -0.05, 1.00
783, 17785, -0.12, -0.33, 0.80
784, 17809, -0.56, -0.43, 0.72
785, 17832, -0.70, -0.41, 0.59
786, 17855, -0.47, -0.45, 0.99
787, 17878, -0.04, -0.50, 0.97
788, 17901, 0.07, 0.07, 1.46
789, 17926, 0.60, 0.99, 1.24
790, 17950, 0.66, -0.16, 0.92
791, 17973, -0.07, -0.04, 1.31
792, 17996, -0.18, -0.10, 1.39
793, 18019, -0.13, -0.02, 1.14
794, 18042, -0.23, 0.06, 1.09
795, 18066, -0.12, 0.00, 1.03
796, 18089, 0.14, 0.01, 1.10
797, 18112, 0.02, 0.06, 1.17
798, 18136, -0.22, -0.03, 1.27
799, 18159, -0.21, -0.05, 1.15
800, 18182, 0.07, 0.02, 1.06
801, 18205, -0.03, 0.09, 1.04
802, 18229, -0.08, -0.02, 1.16
803, 18252, -0.03, -0.04, 1.16
804, 18275, 0.01, 0.00, 1.14
805, 18298, -0.05, 0.04, 1.13
806, 18323, -0.03, -0.06, 1.18
807, 18346, 0.00, -0.04, 1.19
808, 18370, -0.00, -0.01, 1.09
809, 18393, 0.12, -0.02, 1.08
810, 18416, 0.06, -0.06, 1.13
811, 18439, 0.03, 0.00, 1.11
812, 18463, -0.14, -0.01, 1.05
813, 18486, -0.13, 0.00, 1.09
814, 18509, -0.07, -0.04, 1.09
815, 18533, -0.05, -0.05, 1.05
816, 18556, -0.17, 0.11, 1.09
817, 18579, -0.12, -0.03, 0.97
818, 18602, -0.16, -0.03, 1.04
819, 18626, -0.20, -0.04, 1.05
820, 18649, -0.05, -0.01, 1.02
821, 18672, -0.12, -0.00, 1.05
822, 18697, -0.06, -0.01, 1.04
823, 18721, -0.03, -0.01, 1.09
824, 18744, -0.05, -0.02, 1.10
825, 18767, -0.11, 0.03, 1.08
826, 18791, -0.14, -0.04, 1.06
827, 18819, 0.01, -0.02, 1.14
828, 18842, 0.00, 0.03, 1.07
829, 18865, -0.09, 0.02, 1.06
830, 18888, -0.12, -0.02, 1.05
831, 18912, -0.10, 0.05, 1.03
832, 18935, -0.08, 0.01, 1.05
833, 18958, -0.07, -0.01, 1.07
834, 18981, -0.10, -0.02, 1.08
835, 19005, -0.15, -0.03, 1.07
836, 19028, -0.08, 0.03, 1.04
837, 19051, -0.09, 0.01, 1.09
838, 19076, -0.06, -0.04, 1.07
839, 19099, -0.08, 0.00, 1.08
840, 19123, -0.05, 0.00, 1.08
841, 19146, -0.01, 0.02, 1.09
842, 19169, -0.09, -0.02, 1.08
843, 19192, -0.15, -0.02, 1.09
844, 19216, -0.11, -0.02, 1.10
845, 19239, -0.02, 0.00, 1.09
846, 19262, -0.07, 0.02, 1.07
847, 19285, -0.14, -0.01, 1.08
848, 19309, -0.09, -0.01, 1.10
849, 19332, -0.05, -0.01, 1.09
850, 19355, -0.06, -0.03, 1.11
851, 19378, -0.09, -0.01, 1.10
852, 19402, -0.11, 0.02, 1.09
853, 19425, -0.08, 0.01, 1.09
854, 19450, -0.08, -0.02, 1.08
855, 19473, -0.09, -0.01, 1.11
856, 19496, -0.03, -0.00, 1.12
857, 19520, -0.05, -0.05, 1.08
858, 19543, -0.11, -0.00, 1.09
859, 19566, -0.08, -0.05, 1.08
860, 19589, -0.07, 0.05, 1.04
861, 19613, -0.25, -0.09, 1.08
862, 19636, -0.09, -0.03, 1.07
863, 19659, -0.01, 0.04, 1.07
864, 19682, -0.04, 0.01, 1.08
865, 19706, -0.07, -0.03, 1.07
866, 19729, -0.10, -0.01, 1.10
867, 19752, -0.13, -0.04, 1.10
868, 19775, -0.12, -0.01, 1.04
869, 19799, -0.21, -0.06, 1.06
870, 19832, -0.01, 0.01, 1.10
871, 19855, -0.09, 0.01, 1.09
872, 19879, -0.15, -0.08, 1.08
873, 19902, -0.12, 0.03, 1.07
874, 19925, -0.13, 0.03, 1.09
875, 19948, -0.20, -0.07, 1.09
876, 19972, -0.12, -0.04, 1.07
877, 19995, -0.07, 0.04, 1.09
878, 20018, -0.18, -0.03, 1.11
879, 20041, -0.18, -0.03, 1.09
880, 20065, -0.14, -0.03, 1.07
881, 20088, -0.17, 0.01, 1.07
882, 20111, -0.08, 0.09, 1.07
883, 20134, -0.16, 0.04, 1.05
884, 20158, -0.12, -0.02, 1.09
885, 20181, -0.16, -0.09, 1.08
